13-Apr-21 12:34:50.874 [Solver] INFO  util.Progress> [Solving problem ...]
13-Apr-21 12:34:50.875 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.termination.GeneralTerminationCondition
13-Apr-21 12:34:50.877 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.solution.GeneralSolutionComparator
13-Apr-21 12:34:50.878 [Solver] INFO  solver.Solver> Using org.cpsolver.exam.heuristics.ExamNeighbourSelection
13-Apr-21 12:34:50.883 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralValueSelection
13-Apr-21 12:34:50.884 [Solver] INFO  heuristics.StandardNeighbourSelection> Using org.cpsolver.ifs.heuristics.GeneralVariableSelection
13-Apr-21 12:34:50.900 [Solver] INFO  solver.Solver> Using org.cpsolver.ifs.perturbations.DefaultPerturbationsCounter
13-Apr-21 12:34:50.911 [Solver] INFO  util.JProf> Using wall time.
13-Apr-21 12:34:51.444 [Solver] INFO  solver.Solver> Initial solution:[
    Assigned variables: 0.00% (0/832)
    Iteration: 0
    Number of Exams: 832
    Number of Exams Requiring Alt Seating: 832
    Number of Periods: 64
    Number of Rooms: 32
    Number of Small Exams (Exams W/O Room): 0
    Number of Student Exams: 0
    Number of Students: 13642
    Number of Students with 1 meeting: 284
    Number of Students with 10 or more meetings: 4559
    Number of Students with 2 meetings: 242
    Number of Students with 3 meetings: 150
    Number of Students with 4 meetings: 131
    Number of Students with 5 meetings: 263
    Number of Students with 6 meetings: 613
    Number of Students with 7 meetings: 1188
    Number of Students with 8 meetings: 2465
    Number of Students with 9 meetings: 3747
    Overall solution value: 0.00
    Time: 0.00 min
  ]
13-Apr-21 12:34:51.445 [Solver] INFO  exam.Test> **BEST[0]** V:0/832 - T:0.00 [@P:�, BTB:0, DC:0, M2D:0, PI:�, PP:0, PS:�, RP:0, RSd:�, RSp:0, RSz:�, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.799 [Solver] INFO  exam.Test> **BEST[361]** V:361/832 - T:30611.59 [@P:�, BTB:0, DC:29, M2D:2, PI:19.12, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.76, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.800 [Solver] INFO  exam.Test> **BEST[362]** V:362/832 - T:30611.59 [@P:�, BTB:0, DC:29, M2D:2, PI:19.18, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.801 [Solver] INFO  exam.Test> **BEST[363]** V:363/832 - T:30611.59 [@P:�, BTB:0, DC:29, M2D:2, PI:19.16, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.72, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.803 [Solver] INFO  exam.Test> **BEST[364]** V:364/832 - T:30611.59 [@P:�, BTB:0, DC:29, M2D:2, PI:19.21, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.806 [Solver] INFO  exam.Test> **BEST[365]** V:365/832 - T:30611.60 [@P:�, BTB:0, DC:29, M2D:2, PI:19.19, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.62, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.809 [Solver] INFO  exam.Test> **BEST[366]** V:366/832 - T:30611.60 [@P:�, BTB:0, DC:29, M2D:2, PI:19.23, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.63, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.810 [Solver] INFO  exam.Test> **BEST[367]** V:367/832 - T:30611.61 [@P:�, BTB:0, DC:29, M2D:2, PI:19.26, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.68, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.811 [Solver] INFO  exam.Test> **BEST[368]** V:368/832 - T:30611.62 [@P:�, BTB:0, DC:29, M2D:2, PI:19.23, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.75, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.813 [Solver] INFO  exam.Test> **BEST[369]** V:369/832 - T:30611.62 [@P:�, BTB:0, DC:29, M2D:2, PI:19.26, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.68, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.815 [Solver] INFO  exam.Test> **BEST[370]** V:370/832 - T:30611.62 [@P:�, BTB:0, DC:29, M2D:2, PI:19.29, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.62, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.817 [Solver] INFO  exam.Test> **BEST[371]** V:371/832 - T:30611.62 [@P:�, BTB:0, DC:29, M2D:2, PI:19.26, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.6, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.818 [Solver] INFO  exam.Test> **BEST[372]** V:372/832 - T:30611.63 [@P:�, BTB:0, DC:29, M2D:2, PI:19.31, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.58, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.822 [Solver] INFO  exam.Test> **BEST[373]** V:373/832 - T:30611.63 [@P:�, BTB:0, DC:29, M2D:2, PI:19.35, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.56, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.825 [Solver] INFO  exam.Test> **BEST[374]** V:374/832 - T:30611.63 [@P:�, BTB:0, DC:29, M2D:2, PI:19.41, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.53, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.827 [Solver] INFO  exam.Test> **BEST[375]** V:375/832 - T:30611.64 [@P:�, BTB:0, DC:29, M2D:2, PI:19.39, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.53, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.828 [Solver] INFO  exam.Test> **BEST[376]** V:376/832 - T:30611.66 [@P:�, BTB:0, DC:29, M2D:2, PI:19.38, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.92, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.830 [Solver] INFO  exam.Test> **BEST[377]** V:377/832 - T:30611.66 [@P:�, BTB:0, DC:29, M2D:2, PI:19.41, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.85, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.830 [Solver] INFO  exam.Test> **BEST[378]** V:378/832 - T:30611.66 [@P:�, BTB:0, DC:29, M2D:2, PI:19.41, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.84, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.831 [Solver] INFO  exam.Test> **BEST[379]** V:379/832 - T:30611.67 [@P:�, BTB:0, DC:29, M2D:2, PI:19.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.79, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.832 [Solver] INFO  exam.Test> **BEST[380]** V:380/832 - T:30611.67 [@P:�, BTB:0, DC:29, M2D:2, PI:19.43, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.833 [Solver] INFO  exam.Test> **BEST[381]** V:381/832 - T:30611.68 [@P:�, BTB:0, DC:29, M2D:2, PI:19.4, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.834 [Solver] INFO  exam.Test> **BEST[382]** V:382/832 - T:30611.68 [@P:�, BTB:0, DC:29, M2D:2, PI:19.43, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.89, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.836 [Solver] INFO  exam.Test> **BEST[383]** V:383/832 - T:30611.69 [@P:�, BTB:0, DC:29, M2D:2, PI:19.4, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.03, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.840 [Solver] INFO  exam.Test> **BEST[384]** V:384/832 - T:30611.70 [@P:�, BTB:0, DC:29, M2D:2, PI:19.41, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.12, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.842 [Solver] INFO  exam.Test> **BEST[385]** V:385/832 - T:30611.71 [@P:�, BTB:0, DC:29, M2D:2, PI:19.41, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.15, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.845 [Solver] INFO  exam.Test> **BEST[386]** V:386/832 - T:30611.72 [@P:�, BTB:0, DC:29, M2D:2, PI:19.42, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.27, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.846 [Solver] INFO  exam.Test> **BEST[387]** V:387/832 - T:30611.72 [@P:�, BTB:0, DC:29, M2D:2, PI:19.4, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.29, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.848 [Solver] INFO  exam.Test> **BEST[388]** V:388/832 - T:30611.73 [@P:�, BTB:0, DC:29, M2D:2, PI:19.37, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.51, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.849 [Solver] INFO  exam.Test> **BEST[389]** V:389/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.33, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.53, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.851 [Solver] INFO  exam.Test> **BEST[390]** V:390/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.28, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.45, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.853 [Solver] INFO  exam.Test> **BEST[391]** V:391/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.23, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.43, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.858 [Solver] INFO  exam.Test> **BEST[392]** V:392/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.23, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.32, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.859 [Solver] INFO  exam.Test> **BEST[393]** V:393/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.21, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.22, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.861 [Solver] INFO  exam.Test> **BEST[394]** V:394/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.25, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.11, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.862 [Solver] INFO  exam.Test> **BEST[395]** V:395/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.29, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:44.01, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.863 [Solver] INFO  exam.Test> **BEST[396]** V:396/832 - T:30611.74 [@P:�, BTB:0, DC:29, M2D:2, PI:19.29, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.9, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.864 [Solver] INFO  exam.Test> **BEST[397]** V:397/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.29, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.8, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.865 [Solver] INFO  exam.Test> **BEST[398]** V:398/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.3, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.69, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.867 [Solver] INFO  exam.Test> **BEST[399]** V:399/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.33, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.58, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.869 [Solver] INFO  exam.Test> **BEST[400]** V:400/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.36, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.48, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.871 [Solver] INFO  exam.Test> **BEST[401]** V:401/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.32, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.37, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.874 [Solver] INFO  exam.Test> **BEST[402]** V:402/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.32, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.27, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.875 [Solver] INFO  exam.Test> **BEST[403]** V:403/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.35, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.17, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.877 [Solver] INFO  exam.Test> **BEST[404]** V:404/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.37, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.07, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.882 [Solver] INFO  exam.Test> **BEST[405]** V:405/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.38, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:43.02, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.883 [Solver] INFO  exam.Test> **BEST[406]** V:406/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.42, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.94, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.885 [Solver] INFO  exam.Test> **BEST[407]** V:407/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.44, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.87, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.886 [Solver] INFO  exam.Test> **BEST[408]** V:408/832 - T:30611.75 [@P:�, BTB:0, DC:29, M2D:2, PI:19.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.82, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.887 [Solver] INFO  exam.Test> **BEST[409]** V:409/832 - T:30611.76 [@P:�, BTB:0, DC:29, M2D:2, PI:19.45, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.889 [Solver] INFO  exam.Test> **BEST[410]** V:410/832 - T:30611.76 [@P:�, BTB:0, DC:29, M2D:2, PI:19.42, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.72, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.890 [Solver] INFO  exam.Test> **BEST[411]** V:411/832 - T:30611.76 [@P:�, BTB:0, DC:29, M2D:2, PI:19.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.65, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.890 [Solver] INFO  exam.Test> **BEST[412]** V:412/832 - T:30611.77 [@P:�, BTB:0, DC:29, M2D:2, PI:19.5, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.69, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.891 [Solver] INFO  exam.Test> **BEST[413]** V:413/832 - T:30611.77 [@P:�, BTB:0, DC:29, M2D:2, PI:19.46, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.76, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.892 [Solver] INFO  exam.Test> **BEST[414]** V:414/832 - T:30611.77 [@P:�, BTB:0, DC:29, M2D:2, PI:19.5, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.66, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.892 [Solver] INFO  exam.Test> **BEST[415]** V:415/832 - T:30611.77 [@P:�, BTB:0, DC:29, M2D:2, PI:19.48, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.59, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.893 [Solver] INFO  exam.Test> **BEST[416]** V:416/832 - T:30611.78 [@P:�, BTB:0, DC:29, M2D:2, PI:19.52, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.52, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.895 [Solver] INFO  exam.Test> **BEST[417]** V:417/832 - T:30611.78 [@P:�, BTB:0, DC:29, M2D:2, PI:19.47, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.896 [Solver] INFO  exam.Test> **BEST[418]** V:418/832 - T:30611.78 [@P:�, BTB:0, DC:29, M2D:2, PI:19.51, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.41, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.897 [Solver] INFO  exam.Test> **BEST[419]** V:419/832 - T:30611.78 [@P:�, BTB:0, DC:29, M2D:2, PI:19.51, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.35, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.898 [Solver] INFO  exam.Test> **BEST[420]** V:420/832 - T:30611.78 [@P:�, BTB:0, DC:29, M2D:2, PI:19.54, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.3, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.899 [Solver] INFO  exam.Test> **BEST[421]** V:421/832 - T:30611.79 [@P:�, BTB:0, DC:29, M2D:2, PI:19.6, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.31, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.900 [Solver] INFO  exam.Test> **BEST[422]** V:422/832 - T:30611.79 [@P:�, BTB:0, DC:29, M2D:2, PI:19.64, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.24, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.902 [Solver] INFO  exam.Test> **BEST[423]** V:423/832 - T:30611.79 [@P:�, BTB:0, DC:29, M2D:2, PI:19.68, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.18, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.903 [Solver] INFO  exam.Test> **BEST[424]** V:424/832 - T:30611.79 [@P:�, BTB:0, DC:29, M2D:2, PI:19.73, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.12, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.904 [Solver] INFO  exam.Test> **BEST[425]** V:425/832 - T:30611.80 [@P:�, BTB:0, DC:29, M2D:2, PI:19.7, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.12, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.907 [Solver] INFO  exam.Test> **BEST[426]** V:426/832 - T:30611.80 [@P:�, BTB:0, DC:29, M2D:2, PI:19.74, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.05, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.909 [Solver] INFO  exam.Test> **BEST[427]** V:427/832 - T:30611.80 [@P:�, BTB:0, DC:29, M2D:2, PI:19.78, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.910 [Solver] INFO  exam.Test> **BEST[428]** V:428/832 - T:30611.81 [@P:�, BTB:0, DC:29, M2D:2, PI:19.73, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:42.06, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.911 [Solver] INFO  exam.Test> **BEST[429]** V:429/832 - T:30611.81 [@P:�, BTB:0, DC:29, M2D:2, PI:19.75, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.99, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.911 [Solver] INFO  exam.Test> **BEST[430]** V:430/832 - T:30611.81 [@P:�, BTB:0, DC:29, M2D:2, PI:19.78, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.92, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.912 [Solver] INFO  exam.Test> **BEST[431]** V:431/832 - T:30611.81 [@P:�, BTB:0, DC:29, M2D:2, PI:19.83, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.84, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.913 [Solver] INFO  exam.Test> **BEST[432]** V:432/832 - T:30611.81 [@P:�, BTB:0, DC:29, M2D:2, PI:19.85, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.78, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.914 [Solver] INFO  exam.Test> **BEST[433]** V:433/832 - T:30611.81 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.73, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.916 [Solver] INFO  exam.Test> **BEST[434]** V:434/832 - T:30611.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.88, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.71, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.917 [Solver] INFO  exam.Test> **BEST[435]** V:435/832 - T:30611.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.63, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.919 [Solver] INFO  exam.Test> **BEST[436]** V:436/832 - T:30611.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.55, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.923 [Solver] INFO  exam.Test> **BEST[437]** V:437/832 - T:30611.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.84, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.49, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.925 [Solver] INFO  exam.Test> **BEST[438]** V:438/832 - T:30611.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.44, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.927 [Solver] INFO  exam.Test> **BEST[439]** V:439/832 - T:30611.82 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.38, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.928 [Solver] INFO  exam.Test> **BEST[440]** V:440/832 - T:30611.83 [@P:�, BTB:0, DC:29, M2D:2, PI:19.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.34, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.930 [Solver] INFO  exam.Test> **BEST[441]** V:441/832 - T:30611.83 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.3, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.931 [Solver] INFO  exam.Test> **BEST[442]** V:442/832 - T:30611.83 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.36, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.932 [Solver] INFO  exam.Test> **BEST[443]** V:443/832 - T:30611.84 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.28, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.933 [Solver] INFO  exam.Test> **BEST[444]** V:444/832 - T:30611.84 [@P:�, BTB:0, DC:29, M2D:2, PI:19.91, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.22, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.934 [Solver] INFO  exam.Test> **BEST[445]** V:445/832 - T:30611.84 [@P:�, BTB:0, DC:29, M2D:2, PI:19.87, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.19, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.935 [Solver] INFO  exam.Test> **BEST[446]** V:446/832 - T:30611.84 [@P:�, BTB:0, DC:29, M2D:2, PI:19.9, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.16, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.937 [Solver] INFO  exam.Test> **BEST[447]** V:447/832 - T:30611.84 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.12, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.939 [Solver] INFO  exam.Test> **BEST[448]** V:448/832 - T:30611.85 [@P:�, BTB:0, DC:29, M2D:2, PI:19.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.09, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.940 [Solver] INFO  exam.Test> **BEST[449]** V:449/832 - T:30611.85 [@P:�, BTB:0, DC:29, M2D:2, PI:19.89, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:41.02, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.942 [Solver] INFO  exam.Test> **BEST[450]** V:450/832 - T:30611.85 [@P:�, BTB:0, DC:29, M2D:2, PI:19.92, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.97, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.944 [Solver] INFO  exam.Test> **BEST[451]** V:451/832 - T:30611.85 [@P:�, BTB:0, DC:29, M2D:2, PI:19.93, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.92, iBTB:0, iDC:0, iM2D:0]
13-Apr-21 12:34:52.945 [Solver] INFO  exam.Test> **BEST[452]** V:452/832 - T:30611.86 [@P:�, BTB:0, DC:29, M2D:2, PI:19.95, PP:0, PS:0, RP:0, RSd:0.01, RSp:141, RSz:40.9, iBTB:0, iDC:0, iM2D:0]
